,Название,Год,Топливо,Объем двигателя,Мощность,Коробка передач,Привод,Цвет,Пробег,Руль,Оценка Drom,Цена
806,Лада Нива Тревел,2023,бензин,1.7,80.0,механика,4WD,зеленый,0.0,левый,8.602,1143900
807,Лада Нива Тревел,2023,бензин,1.7,80.0,механика,4WD,зеленый,0.0,левый,8.602,1254900
808,Лада Нива Легенд,2022,бензин,1.7,83.0,механика,4WD,белый,0.0,левый,8.602,872900
809,Volkswagen Touareg,2009,дизель,2.5,174.0,автомат,4WD,черный,310500.0,левый,8.602,991000
810,Mitsubishi Outlander,2013,бензин,2.4,167.0,вариатор,4WD,черный,78313.0,левый,8.8,1798000
811,Лада Веста,2018,бензин,1.6,106.0,механика,передний,белый,68588.0,левый,8.7,1121000
812,Peugeot 207,2008,бензин,1.4,88.0,робот,передний,черный,219150.0,левый,8.4,340000
813,Лада 4x4 2121 Нива,1998,бензин,1.7,79.0,механика,4WD,бежевый,119397.0,левый,8.602,225000
814,Kia Mohave,2022,дизель,3.0,257.0,автомат,4WD,черный,114.0,левый,8.8,6249900
815,Mercedes-Benz S-Class,2022,бензин,4.0,503.0,автомат,4WD,черный,2200.0,левый,8.602,22800000
816,Jeep Cherokee,2017,бензин,2.4,177.0,автомат,4WD,белый,127000.0,левый,8.4,1900000
817,Daewoo Nexia,2008,бензин,1.5,75.0,механика,передний,серебристый,221102.0,левый,7.5,90000
818,Infiniti QX50,2020,бензин,2.0,249.0,вариатор,4WD,белый,10263.0,левый,8.602,4606000
819,Infiniti QX80,2021,бензин,5.6,405.0,автомат,4WD,белый,9494.0,левый,8.602,10693000
820,Toyota Land Cruiser Prado,2020,дизель,2.8,200.0,автомат,4WD,белый,69900.0,левый,8.602,5980000
821,Kia Cerato,2022,бензин,2.0,150.0,автомат,передний,серый,4000.0,левый,8.8,2500000
822,Mitsubishi Lancer,2005,бензин,1.6,98.0,механика,передний,белый,211000.0,левый,8.4,380000
823,Hyundai Getz,2010,бензин,1.4,97.0,автомат,передний,голубой,177489.0,левый,8.3,610000
824,BMW X3,2014,дизель,2.0,184.0,автомат,4WD,черный,151771.0,левый,8.602,1795000
825,Mercedes-Benz CLA-Class,2015,бензин,1.6,156.0,робот,передний,красный,144202.0,левый,8.602,1575000
826,Volkswagen Tiguan,2019,бензин,1.4,150.0,робот,4WD,серебристый,70864.0,левый,8.602,2620000
827,BMW 5-Series,2019,дизель,3.0,249.0,автомат,4WD,белый,44785.0,левый,8.9,4695000
828,Ford F150,2020,бензин,3.5,450.0,автомат,4WD,белый,12000.0,левый,8.7,10000000
829,Лада Нива Легенд,2023,бензин,1.7,83.0,механика,4WD,коричневый,0.0,левый,8.602,821900
830,Лада Нива Легенд,2023,бензин,1.7,83.0,механика,4WD,белый,0.0,левый,8.602,872900
831,Voyah Free,2023,бензин,1.5,693.0,автомат,4WD,голубой,0.0,левый,8.602,7490000
832,GMC Yukon,2022,бензин,5.3,355.0,автомат,4WD,черный,0.0,левый,8.6,8800000
833,Voyah Free,2023,бензин,1.5,693.0,автомат,4WD,черный,0.0,левый,8.602,7490000
834,Voyah Free,2023,бензин,1.5,693.0,автомат,4WD,синий,0.0,левый,8.602,7490000
835,Skoda Octavia,2017,бензин,1.4,150.0,робот,передний,серебристый,144000.0,левый,8.8,1299000
836,Audi A6,2014,бензин,2.0,180.0,вариатор,передний,черный,177000.0,левый,8.9,1299000
837,Kia Soul,2014,бензин,1.6,129.0,автомат,передний,красный,181000.0,левый,8.8,1120000
838,Voyah Free,2023,бензин,1.5,693.0,автомат,4WD,серый,0.0,левый,8.602,7490000
839,Voyah Free,2023,бензин,1.5,693.0,автомат,4WD,белый,0.0,левый,8.602,7490000
840,Лада Нива Тревел,2023,бензин,1.7,80.0,механика,4WD,черный,0.0,левый,8.602,1042900
841,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,черный,0.0,левый,8.1,868900
842,Лада Нива Тревел,2023,бензин,1.7,80.0,механика,4WD,зеленый,0.0,левый,8.602,1042900
843,BMW 7-Series,2008,бензин,4.8,367.0,автомат,задний,синий,179800.0,левый,8.602,925000
844,Kia Sorento,2002,дизель,2.5,145.0,автомат,4WD,серый,206011.4,левый,8.6,480000
845,Voyah Dream,2022,бензин,1.5,395.0,автомат,4WD,черный,0.0,левый,8.602,8290000
847,Nissan Leaf,2016,электро,0.0,109.0,автомат,передний,белый,64000.0,правый,8.602,1019000
848,Nissan Pathfinder,2007,дизель,2.5,174.0,автомат,4WD,белый,232020.3,левый,8.6,900000
849,Ford Focus,2010,дизель,2.0,110.0,механика,передний,белый,168000.0,левый,8.5,555000
850,Mazda Familia,2000,бензин,1.3,85.0,автомат,передний,белый,260000.0,правый,7.8,160000
851,Honda Fit,2014,бензин,1.5,110.0,робот,передний,синий,162175.0,правый,8.6,799000
852,Opel Mokka,2014,бензин,1.4,140.0,автомат,передний,белый,108218.0,левый,8.8,1116000
853,Kia Sorento,2017,бензин,3.3,250.0,автомат,4WD,черный,125238.0,левый,8.6,2764000
854,Kia Rio,2018,бензин,1.4,100.0,автомат,передний,синий,57704.0,левый,8.7,1271000
855,Toyota Land Cruiser Prado,2008,бензин,4.0,249.0,автомат,4WD,золотистый,251000.0,левый,8.602,2200000
856,Chery Tiggo 8 Pro Max,2023,бензин,2.0,197.0,робот,4WD,синий,0.0,левый,8.602,4270900
857,Chery Tiggo 4 Pro,2023,бензин,1.5,113.0,механика,передний,серебристый,0.0,левый,8.602,2099900
858,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,серебристый,0.0,левый,8.602,2889900
859,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,синий,0.0,левый,8.602,3039900
860,Chery Tiggo 4 Pro,2023,бензин,1.5,113.0,вариатор,передний,белый,0.0,левый,8.602,2199900
861,Kia Seltos,2022,бензин,1.6,123.0,механика,передний,белый,0.0,левый,8.9,2229900
862,Jeep Renegade,2019,бензин,1.3,150.0,автомат,передний,белый,24700.0,левый,8.5,2099000
863,Audi A7,2023,дизель,3.0,286.0,автомат,4WD,белый,195.0,левый,8.602,9300000
864,Ford Galaxy,2015,дизель,2.0,120.0,механика,передний,белый,521208.0,левый,8.5,620000
865,Chrysler Town and Country,2021,бензин,3.6,283.0,автомат,передний,серый,28000.0,левый,8.6,3150000
866,Lifan Smily,2011,бензин,1.3,89.0,механика,передний,красный,150000.0,левый,8.1,130000
867,Porsche Cayenne Coupe,2019,бензин,2.9,440.0,автомат,4WD,серый,74500.0,левый,8.4,10990000
868,Audi A5,2014,бензин,2.0,225.0,робот,4WD,белый,142959.0,левый,8.602,1987000
869,Porsche Macan,2015,бензин,3.0,340.0,робот,4WD,синий,199461.0,левый,8.602,2550000
870,Kia Rio,2012,бензин,1.6,123.0,механика,передний,красный,124203.0,левый,8.7,734000
871,Mitsubishi Lancer,2003,бензин,2.4,163.0,механика,передний,серебристый,245000.0,левый,8.4,350000
872,Mitsubishi Montero Sport,2022,бензин,3.0,209.0,автомат,4WD,белый,0.0,левый,8.3,4096546
873,BMW X7,2022,дизель,3.0,340.0,автомат,4WD,черный,0.0,левый,8.602,19416680
874,Hyundai Creta,2019,бензин,2.0,149.0,автомат,передний,серый,120664.0,левый,8.602,1680000
875,Opel Omega,2000,бензин,2.5,170.0,автомат,задний,синий,270000.0,левый,8.0,280000
877,Renault Sandero Stepway,2022,бензин,1.6,113.0,вариатор,передний,коричневый,0.0,левый,8.3,1711943
878,Renault Sandero Stepway,2022,бензин,1.6,113.0,вариатор,передний,серый,0.0,левый,8.3,1729943
880,Kia Mohave,2021,дизель,3.0,257.0,автомат,4WD,черный,44400.0,левый,8.8,5350000
881,EXEED VX,2022,бензин,2.0,249.0,робот,4WD,фиолетовый,0.0,левый,8.602,5279900
882,Changan UNI-K,2022,бензин,2.0,226.0,автомат,4WD,синий,0.0,левый,8.602,3940000
883,Volkswagen Caravelle,2007,дизель,2.5,131.0,механика,передний,синий,420000.0,левый,8.6,1370000
884,Mercedes-Benz V-Class,2022,дизель,2.0,237.0,автомат,4WD,серый,0.0,левый,8.9,20815505
885,Toyota FJ Cruiser,2022,бензин,4.0,270.0,автомат,4WD,белый,12.0,левый,8.602,5790000
886,BMW X5,2023,дизель,3.0,286.0,автомат,4WD,черный,0.0,левый,8.602,13700858
887,Mitsubishi Pajero Sport,2014,бензин,3.0,222.0,автомат,4WD,черный,121014.0,левый,8.6,1698000
888,Mercedes-Benz GLE,2019,дизель,2.9,272.0,автомат,4WD,черный,40000.0,левый,8.602,5690000
889,Opel Corsa,2010,бензин,1.2,86.0,автомат,передний,белый,101148.0,левый,8.4,485000
890,Mitsubishi L200,2019,дизель,2.4,154.0,механика,4WD,белый,102898.0,левый,8.4,2246000
891,Skoda Superb,2018,бензин,1.8,180.0,робот,передний,черный,109000.0,левый,8.602,1698000
892,Hyundai ix35,2011,бензин,2.0,150.0,автомат,4WD,белый,180000.0,левый,8.7,1249000
893,Infiniti QX80,2019,бензин,5.6,405.0,автомат,4WD,черный,55000.0,левый,8.602,5490000
894,Opel Astra,2014,бензин,1.6,170.0,автомат,передний,белый,128000.0,левый,8.6,920000
895,Bentley Flying Spur,2013,бензин,6.0,625.0,автомат,4WD,коричневый,21500.0,левый,8.4,7500000
896,Land Rover Defender,2021,бензин,3.0,400.0,автомат,4WD,черный,19920.0,левый,8.3,13397000
897,Nissan Qashqai,2016,бензин,1.2,115.0,вариатор,передний,белый,110000.0,левый,8.6,1255000
898,Isuzu MU-X,2021,дизель,3.0,190.0,автомат,4WD,белый,33682.25,левый,8.602,6019000
899,Kia Cerato,2013,бензин,1.6,130.0,автомат,передний,белый,163000.0,левый,8.8,900000
900,Kia Sorento,2018,бензин,3.5,249.0,автомат,4WD,серый,43671.0,левый,8.6,2820000
901,Mercedes-Benz E-Class,2018,дизель,2.0,194.0,автомат,4WD,синий,119052.0,левый,8.9,2889000
902,Hyundai Accent,2005,бензин,1.5,102.0,автомат,передний,бежевый,339621.0,левый,8.0,279000
903,Changan CS75,2022,бензин,1.8,150.0,автомат,4WD,белый,0.0,левый,8.6,2749900
904,Chevrolet Epica,2012,бензин,2.0,143.0,автомат,передний,черный,120154.0,левый,8.5,675000
905,BMW 340,1950,бензин,2.0,55.0,механика,задний,черный,50000.0,левый,8.602,5600000
906,Audi A6,2007,бензин,2.4,177.0,вариатор,передний,черный,331000.0,левый,8.9,680000
907,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,79167.0,левый,8.6,1305000
908,Skoda Rapid,2019,бензин,1.6,110.0,автомат,передний,белый,66680.0,левый,8.602,1315000
909,Audi A3,2019,бензин,1.4,150.0,робот,передний,белый,103886.0,левый,8.602,1355000
910,Skoda Rapid,2019,бензин,1.6,110.0,автомат,передний,белый,84318.0,левый,8.602,1285000
911,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,82972.0,левый,8.6,1305000
912,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,87537.0,левый,8.6,1465000
913,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,83923.0,левый,8.6,1075000
914,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,91143.0,левый,8.6,1465000
915,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,103637.0,левый,8.6,1465000
916,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,83585.0,левый,8.6,1360000
917,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,86735.0,левый,8.6,1465000
918,BMW 5-Series,2009,дизель,2.0,177.0,автомат,задний,серый,280000.0,левый,8.9,990000
919,Ferrari California,2012,бензин,4.3,490.0,робот,задний,черный,36750.0,левый,8.602,12000000
920,GMC Terrain,2012,бензин,2.4,182.0,автомат,4WD,белый,210000.0,левый,8.5,1250000
921,Honda Pilot,2018,бензин,3.0,249.0,автомат,4WD,красный,108106.0,левый,8.602,3495000
922,Nissan Qashqai,2018,бензин,2.0,144.0,вариатор,передний,белый,101249.0,левый,8.6,1275000
923,Renault Kaptur,2019,бензин,1.6,114.0,вариатор,передний,белый,106614.0,левый,8.7,995000
924,Audi A3,2019,бензин,1.4,150.0,робот,передний,белый,100972.0,левый,8.602,1355000
925,Smart Fortwo,2018,бензин,1.0,71.0,робот,задний,белый,69632.0,левый,8.6,720000
926,Haval Jolion,2022,бензин,1.5,150.0,робот,4WD,серый,8388.0,левый,8.602,2270000
927,Porsche Cayenne,2012,бензин,4.8,500.0,автомат,4WD,черный,88000.0,левый,8.602,4450000
928,Mercedes-Benz M-Class,2012,дизель,3.0,258.0,автомат,4WD,черный,147000.0,левый,8.8,2250000
929,Kia Sorento,2022,дизель,2.2,199.0,робот,4WD,коричневый,0.0,левый,8.6,4640240
930,УАЗ Патриот,2017,бензин,2.7,135.0,механика,4WD,белый,109000.0,левый,8.1,769000
931,Volkswagen Passat,2017,дизель,2.0,190.0,робот,4WD,серый,191000.0,левый,8.6,2015000
932,Changan CS55 Plus,2022,бензин,1.5,181.0,робот,передний,белый,40.0,левый,8.602,2630000
933,Renault Kaptur,2019,бензин,1.6,114.0,вариатор,передний,коричневый,62109.0,левый,8.7,1410000
934,Land Rover Range Rover Evoque,2014,дизель,2.2,190.0,автомат,4WD,красный,100000.0,левый,8.602,1880000
935,Infiniti JX35,2012,бензин,3.5,262.0,вариатор,4WD,зеленый,153000.0,левый,8.602,1590000
936,Toyota Land Cruiser Prado,2013,дизель,3.0,173.0,автомат,4WD,белый,186000.0,левый,8.602,2149000
937,Лада 2112,2003,бензин,1.5,91.0,механика,передний,серый,227456.0,левый,7.8,350000
938,Toyota Land Cruiser,2022,бензин,3.4,415.0,автомат,4WD,черный,30.0,левый,8.602,12990000
939,Audi 80,1992,бензин,2.3,133.0,механика,4WD,синий,325842.0,левый,7.9,350000
940,BMW 5-Series,2013,бензин,2.0,184.0,автомат,задний,белый,128399.0,левый,8.9,1290000
941,Nissan X-Trail,2021,бензин,2.0,144.0,вариатор,передний,оранжевый,59791.0,левый,8.5,1908000
942,Toyota Land Cruiser,2008,дизель,4.5,235.0,автомат,4WD,синий,183000.0,левый,8.602,2080000
943,Toyota Tundra,2019,бензин,5.7,381.0,автомат,4WD,черный,29705.0,левый,8.602,6850000
944,Nissan Almera,2004,бензин,1.5,98.0,механика,передний,черный,119000.0,левый,8.1,435000
945,Volkswagen Tiguan,2015,бензин,2.0,170.0,автомат,4WD,белый,125000.0,левый,8.602,1630000
946,Kia Sportage,2022,бензин,2.0,150.0,автомат,4WD,черный,0.0,левый,8.7,3429900
947,BMW 6-Series,2013,дизель,3.0,313.0,автомат,4WD,синий,78422.0,левый,8.602,3185000
948,Evolute i-Joy,2022,электро,0.0,163.0,автомат,передний,черный,0.0,левый,8.602,3490000
949,Audi A6,2016,бензин,1.8,190.0,робот,передний,черный,95512.0,левый,8.9,1690000
950,Changan CS35 Plus,2022,бензин,1.6,128.0,автомат,передний,белый,0.0,левый,8.7,2224000
951,Volkswagen Passat,1989,бензин,1.8,90.0,механика,передний,белый,520000.0,левый,8.6,280000
952,Kia K5,2022,бензин,2.0,150.0,автомат,передний,белый,0.0,левый,8.602,2950000
953,Land Rover Defender,2011,дизель,2.4,122.0,механика,4WD,черный,185000.0,левый,8.3,1750000
954,Audi A6,2019,дизель,2.0,204.0,робот,4WD,черный,140000.0,левый,8.9,2899000
955,BMW 7-Series,2018,дизель,3.0,249.0,автомат,4WD,черный,85000.0,левый,8.602,4000000
956,Лада Ларгус,2020,бензин,1.6,106.0,механика,передний,черный,123000.0,левый,8.3,300000
957,Ford S-MAX,2016,бензин,1.5,160.0,механика,передний,черный,129012.0,левый,8.9,1300000
958,BMW X5,2022,дизель,3.0,249.0,автомат,4WD,черный,50.0,левый,8.602,12900000
959,Mercedes-Benz G-Class,2022,бензин,4.0,585.0,автомат,4WD,серый,50.0,левый,8.9,29000000
960,Mercedes-Benz GLE,2022,дизель,2.9,330.0,автомат,4WD,зеленый,50.0,левый,8.602,12700000
961,Volkswagen Multivan,2022,дизель,2.0,150.0,робот,4WD,серый,50.0,левый,8.8,9400000
962,Mercedes-Benz GLE Coupe,2022,дизель,2.9,330.0,автомат,4WD,черный,50.0,левый,8.602,12200000
963,BMW X6,2022,дизель,3.0,340.0,автомат,4WD,синий,50.0,левый,8.602,12599000
964,Mercedes-Benz V-Class,2018,дизель,2.1,163.0,автомат,4WD,белый,36000.0,левый,8.9,5900000
965,Smart Forfour,2017,бензин,1.0,71.0,робот,задний,белый,125753.0,левый,8.5,600000
966,Audi A6,2019,бензин,3.0,340.0,автомат,4WD,черный,14781.0,левый,8.9,4399000
967,EXEED VX,2022,бензин,2.0,249.0,робот,4WD,белый,0.0,левый,8.602,5279900
968,EXEED TXL,2022,бензин,1.6,186.0,робот,4WD,белый,0.0,левый,8.602,4249900
969,EXEED TXL,2022,бензин,2.0,197.0,робот,4WD,белый,0.0,левый,8.602,4649900
970,EXEED TXL,2022,бензин,1.6,186.0,робот,4WD,белый,0.0,левый,8.602,4249900
971,EXEED TXL,2022,бензин,1.6,186.0,робот,4WD,серый,0.0,левый,8.602,4249900
972,EXEED TXL,2022,бензин,2.0,197.0,робот,4WD,фиолетовый,0.0,левый,8.602,4649900
973,EXEED VX,2022,бензин,2.0,249.0,робот,4WD,синий,0.0,левый,8.602,5279900
974,EXEED TXL,2022,бензин,2.0,197.0,робот,4WD,серый,0.0,левый,8.602,4649900
975,Kia Soul,2022,бензин,2.0,150.0,автомат,передний,белый,0.0,левый,8.8,2322495
976,Kia Sorento,2022,бензин,2.5,180.0,автомат,4WD,серый,0.0,левый,8.6,4534250
977,Kia Ceed,2022,бензин,1.6,128.0,автомат,передний,красный,0.0,левый,8.8,2598650
978,Kia Sportage,2022,бензин,2.5,190.0,автомат,4WD,черный,0.0,левый,8.7,3691750
979,Toyota Land Cruiser,2013,дизель,4.5,235.0,автомат,4WD,белый,215000.0,левый,8.602,2650000
980,Volvo XC60,2020,бензин,2.0,249.0,автомат,4WD,белый,31000.0,левый,8.602,4050000
981,Dongfeng DF6,2022,дизель,2.3,163.0,механика,4WD,белый,0.0,левый,8.602,2994000
982,Ferrari 812 Superfast,2019,бензин,6.5,800.0,робот,задний,красный,4800.0,левый,8.602,28000000
983,Toyota Sprinter Marino,1993,бензин,1.6,115.0,автомат,передний,серый,392000.0,правый,8.2,290000
984,Skoda Octavia,2019,бензин,1.8,180.0,робот,передний,белый,30000.0,левый,8.8,1590000
985,Infiniti G35,2003,бензин,3.5,284.0,автомат,задний,серый,200000.0,левый,8.602,599000
986,BMW 7-Series,1987,бензин,3.0,188.0,механика,задний,золотистый,400000.0,левый,8.602,210000
987,Toyota Corolla,2020,бензин,2.0,168.0,вариатор,передний,серебристый,13300.0,левый,8.3,2150000
988,Mazda CX-4,2022,бензин,2.0,158.0,автомат,передний,красный,0.0,левый,8.602,2990000
989,Volvo XC60,2018,бензин,2.0,249.0,автомат,4WD,белый,144060.0,левый,8.602,2380000
990,Hyundai Santa Fe,2016,бензин,2.4,171.0,автомат,4WD,черный,104000.0,левый,8.7,1799000
991,Renault Kaptur,2016,бензин,1.6,114.0,вариатор,передний,белый,70000.0,левый,8.7,999000
992,Kia Spectra,2005,бензин,1.6,101.0,механика,передний,синий,157512.0,левый,8.0,282000
993,BMW 6-Series,2012,дизель,3.0,313.0,автомат,4WD,черный,125439.0,левый,8.602,2160000
994,Mitsubishi Pajero Sport,2022,дизель,2.4,181.0,автомат,4WD,белый,0.0,левый,8.6,5247000
995,Mitsubishi Outlander,2022,бензин,2.0,146.0,вариатор,передний,белый,0.0,левый,8.8,3320000
996,Toyota MR-S,2002,бензин,1.8,140.0,механика,задний,белый,135000.0,правый,8.5,1300000
997,Bentley Bentayga,2021,бензин,4.0,550.0,автомат,4WD,черный,19000.0,левый,8.2,22990000
998,Mazda CX-9,2017,бензин,2.5,231.0,автомат,4WD,черный,244073.0,левый,8.602,2618000
999,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,79926.0,левый,8.6,1180000
1000,Opel Astra,2010,бензин,1.4,140.0,механика,передний,черный,100000.0,левый,8.6,380000
1001,Toyota Camry,2017,бензин,2.5,203.0,автомат,передний,белый,113000.0,левый,8.8,2250000
1002,Kia Sportage,2022,бензин,2.0,150.0,автомат,4WD,черный,0.0,левый,8.7,3239900
1003,Toyota RAV4,2019,бензин,2.5,176.0,вариатор,4WD,серый,57100.0,левый,8.7,3050000
1004,Mercedes-Benz S-Class,2021,бензин,4.0,503.0,автомат,4WD,синий,29.0,левый,8.602,28430000
1005,Nissan Leaf,2014,электро,0.0,109.0,автомат,передний,черный,70000.0,правый,8.602,800000
1006,Toyota Land Cruiser,2018,дизель,4.5,249.0,автомат,4WD,белый,60017.0,левый,8.602,7300000
1007,Jaguar F-Pace,2018,дизель,2.0,180.0,автомат,4WD,черный,95200.0,левый,8.7,2860000
1008,Kia Sportage,2022,бензин,2.5,190.0,автомат,4WD,синий,0.0,левый,8.7,3479900
1009,Mitsubishi Outlander,2013,бензин,2.0,118.0,автомат,4WD,голубой,140000.0,правый,8.8,1500000
1010,Mercedes-Benz V-Class,2020,дизель,2.1,190.0,автомат,4WD,черный,9515.0,левый,8.9,17800000
1011,Honda Fit,2014,бензин,1.5,110.0,робот,передний,белый,182500.0,правый,8.6,830000
1012,BMW X1,2019,бензин,1.5,140.0,робот,передний,белый,88391.0,левый,8.8,1670000
1013,Toyota Prius,2011,бензин,1.8,99.0,вариатор,передний,серый,226000.0,правый,8.8,950000
1014,BMW X1,2019,бензин,1.5,140.0,робот,передний,белый,109692.0,левый,8.8,1720000
1015,EXEED TXL,2022,бензин,1.6,186.0,робот,4WD,фиолетовый,0.0,левый,8.602,4249900
1016,EXEED VX,2022,бензин,2.0,249.0,робот,4WD,серый,0.0,левый,8.602,5279900
1017,EXEED VX,2022,бензин,2.0,249.0,робот,4WD,черный,0.0,левый,8.602,5279900
1018,Mitsubishi Outlander,2022,бензин,2.0,146.0,вариатор,4WD,белый,0.0,левый,8.8,3722700
1019,Porsche Cayenne,2021,бензин,3.0,340.0,автомат,4WD,черный,12602.0,левый,8.602,11250000
1020,Mazda Roadster,2016,бензин,1.5,131.0,механика,задний,красный,16000.0,правый,8.7,1900000
1021,Opel Insignia,2014,бензин,1.6,170.0,автомат,передний,коричневый,115000.0,левый,8.602,890000
1022,Mercedes-Benz GLK-Class,2013,бензин,2.0,211.0,автомат,4WD,черный,158000.0,левый,8.602,1440000
1023,Audi TT,2008,бензин,3.2,250.0,робот,4WD,белый,140000.0,левый,8.602,1530000
1024,BMW 2-Series Gran Tourer,2018,дизель,2.0,190.0,автомат,4WD,черный,97000.0,левый,8.5,2270000
1025,Mercedes-Benz GLE,2022,дизель,2.0,245.0,автомат,4WD,черный,0.0,левый,8.602,17397070
1026,Honda Vamos,2010,бензин,0.7,53.0,автомат,4WD,серый,203000.0,правый,8.2,500000
1027,Mercedes-Benz E-Class,2022,бензин,2.0,197.0,автомат,задний,черный,0.0,левый,8.9,9849765
1028,Kia K5,2022,бензин,2.0,150.0,автомат,передний,синий,0.0,левый,8.602,2939900
1029,Volvo S80,2011,бензин,2.5,231.0,автомат,передний,коричневый,193584.0,левый,8.602,930000
1030,Audi A3,2012,бензин,1.2,105.0,робот,передний,белый,228000.0,левый,8.602,705000
1031,Renault Megane,2017,дизель,1.5,110.0,механика,передний,черный,98000.0,левый,8.3,1205000
1032,Toyota Avensis,2005,бензин,1.6,110.0,механика,передний,синий,207000.0,левый,8.8,465000
1033,Volkswagen Golf Plus,2008,бензин,1.6,102.0,механика,передний,красный,276600.0,левый,8.8,460000
1034,SsangYong Tivoli XLV,2017,бензин,1.6,128.0,автомат,передний,белый,167880.0,левый,8.4,1280000
1035,BMW X3,2020,дизель,3.0,249.0,автомат,4WD,белый,42436.0,левый,8.602,5089000
1036,Mitsubishi Outlander,2022,бензин,2.0,146.0,вариатор,4WD,серебристый,0.0,левый,8.8,3460000
1037,Mercedes-Benz GLB-Class,2022,бензин,1.3,150.0,робот,4WD,синий,0.0,левый,8.3,7578825
1038,Nissan Note,2017,бензин,1.2,79.0,автомат,передний,черный,84000.0,правый,8.6,999000
1039,Toyota Corolla Fielder,2015,бензин,1.5,74.0,вариатор,передний,оранжевый,159216.0,правый,8.6,950000
1040,Porsche Cayenne,2011,дизель,3.0,240.0,автомат,4WD,коричневый,180000.0,левый,8.602,2500000
1041,ГАЗ 21 Волга,1970,бензин,2.4,75.0,механика,задний,серый,5948.0,левый,7.9,1050000
1042,Mazda CX-5,2022,бензин,2.0,150.0,автомат,передний,черный,0.0,левый,8.602,3304000
1043,Nissan Bluebird Sylphy,2002,бензин,2.0,150.0,вариатор,передний,серый,300000.0,правый,8.3,220000
1044,Renault Kaptur,2021,бензин,1.6,114.0,вариатор,передний,белый,33682.25,левый,8.7,2439630
1045,Volkswagen Amarok,2011,дизель,2.0,163.0,механика,4WD,черный,178913.0,левый,8.9,1179000
1046,Mercedes-Benz GLA-Class,2014,бензин,2.0,211.0,робот,4WD,коричневый,121779.0,левый,8.602,1680000
1047,Nissan X-Trail,2015,бензин,2.0,144.0,вариатор,4WD,черный,65682.0,левый,8.5,1399000
1048,Hyundai Grand Starex,2011,дизель,2.5,145.0,автомат,задний,черный,167587.0,левый,8.6,1650000
1049,Hyundai Grand Starex,2014,дизель,2.5,145.0,автомат,задний,белый,151354.0,левый,8.6,1750000
1050,Hyundai Grand Starex,2011,дизель,2.5,145.0,механика,задний,серый,167384.0,левый,8.6,1299000
1051,Hyundai Grand Starex,2014,дизель,2.5,145.0,автомат,задний,серый,151354.0,левый,8.6,1750000
1052,Toyota RAV4,2015,дизель,2.2,149.0,автомат,4WD,белый,135000.0,левый,8.7,1579000
1053,Chrysler 200,2016,бензин,2.4,184.0,автомат,передний,серый,107000.0,левый,8.602,999000
1054,Kia Sorento,2016,дизель,2.2,200.0,автомат,4WD,белый,93000.0,левый,8.6,1999000
1055,Chery Tiggo T11,2007,бензин,2.4,129.0,механика,4WD,зеленый,92000.0,левый,8.1,359000
1056,Great Wall Hover H3,2010,бензин,2.0,122.0,механика,4WD,серый,37230.0,левый,8.4,625000
1057,Audi A4,2006,бензин,1.8,163.0,вариатор,передний,черный,175000.0,левый,8.8,595000
1058,УАЗ Патриот,2012,бензин,2.7,128.0,механика,4WD,зеленый,97000.0,левый,8.1,519000
1059,Peugeot 407,2007,бензин,2.0,143.0,автомат,передний,серый,137000.0,левый,8.6,429000
1060,Audi A5,2011,бензин,2.0,211.0,автомат,4WD,серый,159000.0,левый,8.602,1099000
1061,Opel Mokka,2013,бензин,1.8,140.0,автомат,4WD,коричневый,140028.0,левый,8.8,810000
1062,Honda Civic,2008,бензин,1.8,140.0,автомат,передний,серый,120000.0,левый,8.7,719000
1063,BMW X1,2011,дизель,2.0,177.0,автомат,4WD,белый,142000.0,левый,8.8,959000
1064,Toyota Mark X,2010,бензин,2.5,203.0,автомат,задний,черный,200000.0,правый,8.602,1300000
1065,Kia Sportage,2009,бензин,2.0,142.0,автомат,4WD,серебристый,238172.0,левый,8.7,755000
1066,Лада 2114 Самара,2013,бензин,1.6,81.0,механика,передний,серый,157577.0,левый,7.9,265000
1067,Opel Astra,2011,бензин,1.6,115.0,механика,передний,зеленый,223568.0,левый,8.6,560000
1068,Chevrolet Niva,2010,бензин,1.7,80.0,механика,4WD,коричневый,142000.0,левый,7.5,435000
1069,Citroen C4,2010,бензин,1.6,120.0,механика,передний,серый,143000.0,левый,8.5,385000
1070,Hyundai Solaris,2011,бензин,1.6,123.0,механика,передний,красный,118972.0,левый,8.8,710000
1071,Nissan Primera,1998,бензин,1.6,90.0,механика,передний,черный,250000.0,левый,8.2,239000
